የኦነግ	የ+ኦነግ
እንዲሰለፍ	እንዲ+ሰለፍ
እንዲሰልሉላቸው	እንዲ+ሰል+ሉላቸው
እንዲሰምር	እንዲ+ሰምር
እንዲሰረዝ	እንዲ+ሰረዝ
እንዲሰራ	እንዲ+ሰራ
እንዲሰራም	እንዲ+ሰራም
እንዲሰራንፋ	እንዲ+ሰራንፋ
እንዲሰራጭ	እንዲ+ሰራጭ
እንዲሰርዝ	እንዲ+ሰርዝ
እንዲሰርዝና	እንዲ+ሰር+ዝና
እንዲሰርጽ	እንዲ+ሰርጽ
እንዲሰባሰብ	እንዲ+ሰባሰብ
እንዲሰነቅ	እንዲ+ሰነቅ
እንዲሰንቅና	እንዲ+ሰን+ቅና
እንዲሰየም	እንዲ+ሰየም
እንዲሰድ	እንዲ+ሰድ
እንዲሰጡትፅህፈት	እንዲ+ሰጡት+ፅህፈት
እንዲሰጥ	እንዲ+ሰጥ
እንዲሰጥም	እንዲ+ሰጥ+ም
እንዲሰጥበት	እንዲ+ሰጥ+በት
እንዲሰጥባቸው	እንዲ+ሰጥ+ባቸው
እንዲሰጥባቸውም	እንዲ+ሰጥ+ባቸው+ም
እንዲሰፈን	እንዲ+ሰፈን
እንዲሰፋፋ	እንዲ+ሰፋፋ
እንዲሰፍ	እንዲ+ሰፍ
እንዲሰፍሩ	እንዲ+ሰፍ+ሩ
እንዲሰፍር	እንዲ+ሰፍር
እንዲሰፍን	እንዲ+ሰፍን
እንዲሰፍንና	እንዲ+ሰፍ+ንና
እንዲሳለጥ	እንዲ+ሳለጥ
እንዲሳተፍ	እንዲ+ሳተፍ
እንዲሳተፍም	እንዲ+ሳተፍ+ም
እንዲሳተፍና	እንዲ+ሳተፍ+ና
እንዲሳይም	እንዲ+ሳይም
እንዲሳደድ	እንዲ+ሳደድ
እንዲስላቸው	እንዲ+ስ+ላቸው
እንዲስማሙ	እንዲ+ስ+ማሙ
እንዲስማማ	እንዲ+ስ+ማማ
እንዲስተጉዋጎል	እንዲ+ስተጉዋጎል
እንዲስቱ	እንዲ+ስቱ
እንዲስትሪና	እንዲስትሪ+ና
እንዲስፋፉ	እንዲ+ስ+ፋፉ
እንዲስፋፋ	እንዲ+ስ+ፋፋ
እንዲሸነፍ	እንዲ+ሸነፍ
እንዲሸና	እንዲ+ሸና
እንዲሸከም	እንዲ+ሸከም
እንዲሸጋገር	እንዲ+ሸጋገር
እንዲሸጥ	እንዲ+ሸጥ
እንዲሸፈን	እንዲ+ሸፈን
እንዲሸፍኑ	እንዲ+ሸፍ+ኑ
እንዲሻሻል	እንዲ+ሻሻል
እንዲሻሻልም	እንዲ+ሻሻልም
እንዲሻሻልና	እንዲ+ሻሻል+ና
እንዲሻገር	እንዲ+ሻገር
እንዲቀላቀል	እንዲ+ቀላቀል
እንዲቀላጠፍ	እንዲ+ቀላጠፍ
እንዲቀል	እንዲ+ቀል
እንዲቀልላቸው	እንዲ+ቀል+ላቸው
እንዲቀመጥ	እንዲ+ቀመጥ
እንዲቀረፅለት	እንዲ+ቀረፅ+ለት
እንዲቀረፍ	እንዲ+ቀረፍ
እንዲቀረፍላቸው	እንዲ+ቀረፍ+ላቸው
እንዲቀራረብ	እንዲ+ቀራረብ
እንዲቀር	እንዲ+ቀር
እንዲቀርም	እንዲ+ቀር+ም
እንዲቀርበ	እንዲ+ቀር+በ
እንዲቀርቡ	እንዲ+ቀር+ቡ
እንዲቀርብ	እንዲ+ቀርብ
እንዲቀርብም	እንዲ+ቀር+ብም
እንዲቀርብና	እንዲ+ቀር+ብና
እንዲቀርጹ	እንዲ+ቀር+ጹ
እንዲቀስሙ	እንዲ+ቀስ+ሙ
እንዲቀበል	እንዲ+ቀበል
እንዲቀበር	እንዲ+ቀበር
እንዲቀነስላቸው	እንዲ+ቀነስ+ላቸው
እንዲቀንሰ	እንዲ+ቀን+ሰ
እንዲቀንሱ	እንዲ+ቀን+ሱ
እንዲቀንሱላት	እንዲ+ቀን+ሱላት
እንዲቀንስ	እንዲ+ቀንስ
እንዲቀየር	እንዲ+ቀየር
እንዲቀየስ	እንዲ+ቀየስ
እንዲቀይሩ	እንዲ+ቀይ+ሩ
እንዲቀዳጅ	እንዲ+ቀዳጅ
እንዲቀድ	እንዲ+ቀድ
እንዲቀጠል	እንዲ+ቀጠል
እንዲቀጠልም	እንዲ+ቀጠል+ም
እንዲቀጣጠል	እንዲ+ቀጣጠል
እንዲቀጥሉ	እንዲ+ቀጥ+ሉ
እንዲቀጥሉበት	እንዲ+ቀጥ+ሉበት
እንዲቀጥል	እንዲ+ቀጥል
እንዲቀጥልም	እንዲ+ቀጥ+ልም
እንዲቀጥልበት	እንዲ+ቀጥ+ልበት
እንዲቀጥልበትም	እንዲ+ቀጥ+ልበት+ም
እንዲቀጥልና	እንዲ+ቀጥ+ልና
እንዲቀጩ	እንዲ+ቀጩ
እንዲቃለል	እንዲ+ቃለል
እንዲቃናላቸው	እንዲ+ቃና+ላቸው
እንዲቃኝና	እንዲ+ቃኝ+ና
እንዲቆም	እንዲ+ቆም
እንዲቆምም	እንዲ+ቆም+ም
እንዲቆምና	እንዲ+ቆም+ና
እንዲቆም፤	እንዲ+ቆም፤
እንዲቆዩም	እንዲ+ቆዩም
እንዲቆይ	እንዲ+ቆይ
እንዲቆይበሚያመጣው	እንዲ+ቆይበ+ሚያመጣው
እንዲቆጠር	እንዲ+ቆጠር
እንዲቆጠርለት	እንዲ+ቆጠር+ለት
እንዲቆጠርና	እንዲ+ቆጠር+ና
እንዲቆጠብ	እንዲ+ቆጠብ
እንዲቆጠብም	እንዲ+ቆጠብ+ም
እንዲቆጠብና	እንዲ+ቆጠብ+ና
እንዲቆጣጠር	እንዲ+ቆጣጠር
እንዲቆጣጠርና	እንዲ+ቆጣጠር+ና
እንዲቆጥቡ	እንዲ+ቆጥ+ቡ
እንዲቆጥብ	እንዲ+ቆጥብ
እንዲቋረጥ	እንዲ+ቋረጥ
እንዲቋቋም	እንዲ+ቋቋም
እንዲቋቋምላቸው	እንዲ+ቋቋም+ላቸው
እንዲቋቋምና	እንዲ+ቋቋም+ና
እንዲበለፅግ	እንዲ+በለፅግ
እንዲበጣበጥ	እንዲ+በጣበጥ
እንዲተላለፍ፤	እንዲ+ተላለፍ+፤
እንዲተም	እንዲ+ተም
እንዲተርፍ	እንዲ+ተርፍ
እንዲተባበር	እንዲ+ተባበር
እንዲተባበርም	እንዲ+ተባበር+ም
እንዲተከል	እንዲ+ተከል
እንዲተኩ፤	እንዲ+ተኩ፤
እንዲተክሉ	እንዲ+ተክ+ሉ
እንዲተዳደር	እንዲ+ተዳደር
እንዲተገበሩ፥	እንዲ+ተገበሩ፥
እንዲተገበር	እንዲ+ተገበር
እንዲተገበርም	እንዲ+ተገበር+ም
እንዲተገበርና	እንዲ+ተገበር+ና
እንዲተገብረው	እንዲ+ተገብ+ረው
እንዲተገብሩ	እንዲ+ተገብ+ሩ
እንዲተገብሩት	እንዲ+ተገብ+ሩት
እንዲተገብር	እንዲ+ተገብር
እንዲተገብርና	እንዲ+ተገብ+ርና
እንዲታመራ	እንዲ+ታመራ
እንዲታስረክብ	እንዲ+ታስረክ+ብ
እንዲታደግም	እንዲ+ታደግ+ም
እንዲታገል	እንዲ+ታገል
እንዲታገልም	እንዲ+ታገል+ም
እንዲታፈርና	እንዲ+ታፈር+ና
እንዲትተልም	እንዲ+ት+ተልም
እንዲትከፍት	እንዲ+ት+ከፍት
እንዲትወርር	እንዲ+ትወር+ር
እንዲቻል	እንዲ+ቻል
እንዲቻልም	እንዲ+ቻል+ም
እንዲቻልና	እንዲ+ቻል+ና
እንዲቻቻሉ	እንዲ+ቻ+ቻሉ
እንዲችል	እንዲ+ችል
እንዲችልም	እንዲ+ች+ልም
እንዲችልም፥	እንዲ+ችልም፥
ባአቲስቶች	ባአቲስ+ቶች
እንዲነበብ	እንዲ+ነበብ
እንዲነገር	እንዲ+ነገር
እንዲነግሥ	እንዲ+ነግሥ
እንዲነግረው	እንዲ+ነግ+ረው
እንዲነጠል	እንዲ+ነጠል
እንዲነጥሉ	እንዲ+ነጥ+ሉ
እንዲኑ	እንዲ+ኑ
እንዲናገር	እንዲ+ናገር
እንዲንሆንና	እንዲ+ን+ሆን+ና
እንዲንር	እንዲ+ንር
እንዲንቃቃ	እንዲ+ንቃቃ
እንዲኖራቸው፤	እንዲ+ኖራቸው፤
እንዲኖር	እንዲ+ኖር
እንዲኖርም	እንዲ+ኖር+ም
እንዲኖርና	እንዲ+ኖር+ና
እንዲኖርው	እንዲ+ኖር+ው
እንዲከለስ	እንዲ+ከለስ
እንዲከለስ፤	እንዲ+ከለስ፤
እንዲከለክል	እንዲ+ከለክል
እንዲከላለኩ	እንዲ+ከላለ+ኩ
እንዲከላከል	እንዲ+ከላከል
እንዲከላከልና	እንዲ+ከላከል+ና
እንዲከማች	እንዲ+ከማች
እንዲከር	እንዲ+ከር
እንዲከሰት	እንዲ+ከሰት
እንዲከስም	እንዲ+ከስም
እንዲከሽፍ	እንዲ+ከሽፍ
እንዲከበር	እንዲ+ከበር
እንዲከበርለት	እንዲ+ከበር+ለት
እንዲከበርላቸው	እንዲ+ከበር+ላቸው
እንዲከበርም	እንዲ+ከበር+ም
እንዲከበርስላደረጉ	እንዲ+ከበርስላ+ደረጉ
እንዲከበርና	እንዲ+ከበር+ና
እንዲከብሩ	እንዲ+ከብ+ሩ
እንዲከብር	እንዲ+ከብር
እንዲከተል	እንዲ+ከተል
እንዲከታተል	እንዲ+ከታተል
እንዲከናነብ	እንዲ+ከናነብ
እንዲከናወን	እንዲ+ከናወን
እንዲከናወንና	እንዲ+ከናወን+ና
እንዲከናውን	እንዲ+ከናውን
እንዲከወን	እንዲ+ከወን
እንዲከፈል	እንዲ+ከፈል
እንዲከፈልበት	እንዲ+ከፈል+በት
እንዲከፈል፤	እንዲ+ከፈል፤
እንዲከፋፈል	እንዲ+ከፋፈል
እንዲከፋፍል	እንዲ+ከፋፍል
እንዲከፍሉ	እንዲ+ከፍ+ሉ
እንዲከፍሉ፤	እንዲ+ከፍሉ፤
እንዲከፍል	እንዲ+ከፍል
እንዲከፍሏት	እንዲ+ከፍ+ሏት
እንዲከፍሏትና	እንዲ+ከፍ+ሏት+ና
እንዲከፍቱ	እንዲ+ከፍ+ቱ
እንዲከፍት	እንዲ+ከፍት
እንዲካላከል	እንዲ+ካላከል
እንዲካተት	እንዲ+ካተት
እንዲኮላሽ	እንዲ+ኮላሽ
እንዲወለድ	እንዲ+ወለድ
እንዲወል	እንዲ+ወል
እንዲወልዱ	እንዲ+ወል+ዱ
እንዲወረስ	እንዲ+ወረስ
እንዲወርስ	እንዲ+ወርስ
እንዲወርዱ	እንዲ+ወር+ዱ
እንዲወርድ	እንዲ+ወርድ
እንዲወሰን	እንዲ+ወሰን
እንዲወሰንባቸው	እንዲ+ወሰን+ባቸው
እንዲወሰድ	እንዲ+ወሰድ
እንዲወሰድባቸው	እንዲ+ወሰድ+ባቸው
እንዲወሰድና	እንዲ+ወሰድ+ና
እንዲወሳሰብ	እንዲ+ወሳሰብ
እንዲወስኑ	እንዲ+ወስ+ኑ
እንዲወስን	እንዲ+ወስን
እንዲወስደው	እንዲ+ወስ+ደው
እንዲወስዱ	እንዲ+ወስ+ዱ
እንዲወስዱ፤	እንዲ+ወስዱ፤
እንዲወስድ	እንዲ+ወስድ
እንዲወስድና	እንዲ+ወስ+ድና
እንዲወከል	እንዲ+ወከል
እንዲወክሉ	እንዲ+ወክ+ሉ
እንዲወያይ	እንዲ+ወያይ
እንዲወደቅ	እንዲ+ወደቅ
እንዲወድሙ	እንዲ+ወድ+ሙ
እንዲወድቁ	እንዲ+ወድ+ቁ
እንዲወድቅ	እንዲ+ወድቅ
እንዲወገድ	እንዲ+ወገድ
ከሻይት	ከ+ሻይት
አሳሰብዋቸው	አሳሰብ+ዋቸው
እንዲወጡላችውና	እንዲ+ወጡላችው+ና
እንዲወጣም	እንዲ+ወጣም
እንዲዉል	እንዲ+ዉል
እንዲዋቀር	እንዲ+ዋቀር
እንዲዋጥ	እንዲ+ዋጥ
እንዲዋጥና	እንዲ+ዋጥ+ና
እንዲውለበለቡ	እንዲ+ው+ለበለቡ
እንዲውለበለብ	እንዲ+ውለበለብ
እንዲውሉ	እንዲ+ው+ሉ
እንዲውል	እንዲ+ውል
እንዲውልም	እንዲ+ው+ልም
እንዲውልና	እንዲ+ው+ልና
እንዲዘልቁ	እንዲ+ዘል+ቁ
እንዲዘልቅ	እንዲ+ዘልቅ
እንዲዘምቱ	እንዲ+ዘም+ቱ
እንዲዘምንና	እንዲ+ዘም+ንና
እንዲዘይዱ	እንዲ+ዘይ+ዱ
እንዲዘገይ	እንዲ+ዘገይ
እንዲዘጋጅ	እንዲ+ዘጋጅ
እንዲዘጋጅላቸው	እንዲ+ዘጋጅ+ላቸው
እንዲዘጋጅም	እንዲ+ዘጋጅ+ም
እንዲዘጋጅና	እንዲ+ዘጋጅ+ና
እንዲዘግቡ	እንዲ+ዘግ+ቡ
እንዲዛመት	እንዲ+ዛመት
እንዲዛወር	እንዲ+ዛወር
እንዲዝቱ	እንዲ+ዝ+ቱ
እንዲዞር	እንዲ+ዞር
እንዲዠምሩ	እንዲ+ዠምሩ
እንዲያ	እንዲ+ያ
እንዲያለሙ	እንዲ+ያ+ለሙ
እንዲያልፍ	እንዲ+ያል+ፍ
እንዲያመልክ	እንዲ+ያመል+ክ
እንዲያመርት	እንዲ+ያመር+ት
እንዲያም	እንዲ+ያም
እንዲያምጽ	እንዲ+ያም+ጽ
እንዲያርቅ	እንዲ+ያር+ቅ
እንዲያርግ	እንዲ+ያር+ግ
እንዲያርፍ	እንዲ+ያር+ፍ
እንዲያሳልጥና	እንዲ+ያ+ሳልጥና
እንዲያሳልፉ	እንዲ+ያ+ሳልፉ
እንዲያሳልፍ	እንዲ+ያሳልፍ
እንዲያሳልፍና	እንዲ+ያ+ሳልፍና
እንዲያሳርፍ	እንዲ+ያሳር+ፍ
እንዲያሳየን፤ምስልጽሑፍ	እንዲ+ያሳየን፤ም+ስልጽሑፍ
እንዲያሳድር	እንዲ+ያሳድ+ር
እንዲያሳድግ	እንዲ+ያሳድ+ግ
እንዲያስመዘግብ	እንዲ+ያስመዘግ+ብ
ከአንባር	ከ+አንባር
እንዲያስረክብ	እንዲ+ያስረክ+ብ
እንዲያስቀምጥ	እንዲ+ያስቀም+ጥ
እንዲያስቀጥል	እንዲ+ያስቀጥ+ል
እንዲያስቆጥር	እንዲ+ያስቆጥ+ር
እንዲያስተላልፍ	እንዲ+ያስተላል+ፍ
እንዲያስተናግድ	እንዲ+ያስ+ተናግድ
እንዲያስተካክል	እንዲ+ያስተካክ+ል
እንዲያስተዳድር	እንዲ+ያስተዳድ+ር
እንዲያስታውቅ	እንዲ+ያስታው+ቅ
እንዲያስችለዉ	እንዲ+ያስች+ለዉ
እንዲያስችል	እንዲ+ያስች+ል
እንዲያስከብር	እንዲ+ያስከብ+ር
እንዲያስከትብ	እንዲ+ያስከት+ብ
እንዲያስፈጽም	እንዲ+ያስፈጽ+ም
እንዲያስፈፅም	እንዲ+ያስፈፅ+ም
እንዲያሸንፍ	እንዲ+ያሸን+ፍ
እንዲያሸጋሽግ	እንዲ+ያሸጋሽ+ግ
እንዲያሻሽል	እንዲ+ያሻ+ሽል
እንዲያሻቅብ	እንዲ+ያሻቅ+ብ
እንዲያቀርብ	እንዲ+ያቀር+ብ
እንዲያብብ	እንዲ+ያብ+ብ
እንዲያነጋግር	እንዲ+ያነጋግ+ር
እንዲያንፀባርቅ	እንዲ+ያን+ፀባርቅ
እንዲያከብር	እንዲ+ያከብ+ር
እንዲያከትም	እንዲ+ያከ+ትም
እንዲያከናውን	እንዲ+ያከናው+ን
እንዲያካትት	እንዲ+ያካት+ት
እንዲያካፍል	እንዲ+ያካፍ+ል
እንዲያወግዝ	እንዲ+ያወግ+ዝ
እንዲያውል	እንዲ+ያው+ል
እንዲያውቅ	እንዲ+ያው+ቅ
እንዲያዝ	እንዲ+ያዝ
እንዲያያይዝ	እንዲ+ያ+ያይዝ
እንዲያደምጥ	እንዲ+ያደም+ጥ
እንዲያደርስ	እንዲ+ያደር+ስ
እንዲያደርስልዎ	እንዲ+ያደር+ስልዎ
እንዲያደርግ	እንዲ+ያደር+ግ
እንዲያደብር	እንዲ+ያደብ+ር
እንዲያዳብር	እንዲ+ያዳብ+ር
እንዲያድርግ	እንዲ+ያድ+ርግ
እንዲያድስ	እንዲ+ያድ+ስ
እንዲያገለግል	እንዲ+ያገለግ+ል
እንዲያገግም	እንዲ+ያገግ+ም
እንዲያገግም»	እንዲ+ያገግ+ም»
እንዲያጋልጥ	እንዲ+ያጋል+ጥ
እንዲያግዝ	እንዲ+ያግ+ዝ
እንዲያጎለብት	እንዲ+ያጎለብ+ት
እንዲያጓጉዝ	እንዲ+ያጓ+ጉዝ
እንዲያጠናከር	እንዲ+ያጠናከ+ር
እንዲያጠናክር	እንዲ+ያጠናክ+ር
እንዲያጣጥሙ	እንዲ+ያጣጥ+ሙ
እንዲያጥብ	እንዲ+ያጥ+ብ
እንዲያጸድቅ	እንዲ+ያጸድ+ቅ
እንዲያፀድቅ	እንዲ+ያፀድ+ቅ
እንዲያፈርስ	እንዲ+ያፈር+ስ
እንዲያፋጥን	እንዲ+ያፋጥ+ን
እንዲያፋጥን»	እንዲ+ያፋጥ+ን»
እንዲያፍር	እንዲ+ያፍ+ር
እንዲይዘው	እንዲ+ይ+ዘው
እንዲይዙ	እንዲ+ይ+ዙ
ወታደሮቻቸውን	ወታደ+ሮቻቸውን
እንዲይዙት	እንዲ+ይ+ዙት
እንዲይዛቸው	እንዲ+ይ+ዛቸው
እንዲይዝ	እንዲ+ይዝ
እንዲይዝና	እንዲ+ይ+ዝና
እንዲይዝለወባ	እንዲ+ይዝለወባ
እንዲደመሰስ	እንዲ+ደመሰስ
እንዲደመደም	እንዲ+ደመደም
እንዲደምቁ	እንዲ+ደም+ቁ
እንዲደምቅ	እንዲ+ደምቅ
እንዲደረግ	እንዲ+ደረግ
እንዲደረግለት	እንዲ+ደረግ+ለት
እንዲደረግላቸው	እንዲ+ደረግ+ላቸው
እንዲደረግላቸውና	እንዲ+ደረግ+ላቸው+ና
እንዲደረግልህ	እንዲ+ደረግ+ልህ
እንዲደረግም	እንዲ+ደረግ+ም
እንዲደረግበት	እንዲ+ደረግ+በት
እንዲደረግበትና	እንዲ+ደረግ+በት+ና
እንዲደረግባቸው	እንዲ+ደረግ+ባቸው
እንዲደራደሩባቸውበይደር	እንዲ+ደራደሩባቸውበይደር
እንዲደራጅ	እንዲ+ደራጅ
እንዲደርሰው	እንዲ+ደር+ሰው
እንዲደርሱ	እንዲ+ደር+ሱ
እንዲደርሱት	እንዲ+ደር+ሱት
እንዲደርሳቸው	እንዲ+ደር+ሳቸው
እንዲደርስ	እንዲ+ደርስ
እንዲደርስለት	እንዲ+ደር+ስለት
እንዲደርስላቸው	እንዲ+ደር+ስላቸው
እንዲደርስና	እንዲ+ደር+ስና
እንዲደርስ፥	እንዲ+ደርስ፥
እንዲደርቅ	እንዲ+ደርቅ
እንዲደገም	እንዲ+ደገም
እንዲደገፍ	እንዲ+ደገፍ
እንዲደጋገፍ	እንዲ+ደጋገፍ
እንዲደግፈው	እንዲ+ደግ+ፈው
እንዲደግፉ	እንዲ+ደግ+ፉ
እንዲደግፉት	እንዲ+ደግ+ፉት
እንዲደግፉን	እንዲ+ደግ+ፉን
እንዲደግፍ	እንዲ+ደግፍ
እንዲደፈር	እንዲ+ደፈር
እንዲዳረስ	እንዲ+ዳረስ
እንዲዳረስና	እንዲ+ዳረስ+ና
እንዲዳርስ	እንዲ+ዳርስ
እንዲዳስስ	እንዲ+ዳስስ
እንዲዳበር	እንዲ+ዳበር
እንዲዳበርና	እንዲ+ዳበር+ና
እንዲዳብር	እንዲ+ዳብር
እንዲዳብርም	እንዲ+ዳብ+ርም
እንዲዳኝ	እንዲ+ዳኝ
እንዲዳከም	እንዲ+ዳከም
እንዲዳደረስ	እንዲ+ዳደረስ
እንዲዳደረግ	እንዲ+ዳደረግ
እንዲዳፈንና	እንዲ+ዳፈን+ና
እንዲጀመር	እንዲ+ጀመር
እንዲጀምሩ	እንዲ+ጀም+ሩ
እንዲጀምር	እንዲ+ጀምር
እንዲገለል	እንዲ+ገለል
እንዲገለጥ	እንዲ+ገለጥ
እንዲገለጽ	እንዲ+ገለጽ
እንዲገልጹ	እንዲ+ገል+ጹ
እንዲገልጽ	እንዲ+ገልጽ
እንዲገልፁ	እንዲ+ገል+ፁ
እንዲገመት	እንዲ+ገመት
እንዲገመግሙ	እንዲ+ገመግ+ሙ
እንዲገመግሙት	እንዲ+ገመግ+ሙት
እንዲገሰግስ	እንዲ+ገሰግስ
እንዲገባ	እንዲ+ገባ
እንዲገባም	እንዲ+ገባም
እንዲገባ…	እንዲ+ገባ…
እንዲገታ	እንዲ+ገታ
እንዲገነባስልጣን	እንዲ+ገነባስልጣን
እንዲገነዘብ	እንዲ+ገነዘብ
እንዲገኝ	እንዲ+ገኝ
እንዲገኝላቸው	እንዲ+ገኝ+ላቸው
