ሰላማዊ	ሰላ+ማዊ
ዱባይ	ዱባ+ይ
ኣነስትዮ	ኣነስት+ዮ
ዑደቱ	ዑደ+ቱ
መንእሰይን	መንእሰይ+ን
ፍቕረኝኡን	ፍቕረ+ኝኡ+ን
ብዝመስል	ብ+ዝመስል
ምስኣሰርዎም	ምስ+ኣሰር+ዎም
ከይዶም	ከይ+ዶም
ምምዓዶም	ም+ም+ዓዶም
ዝገልፅ	ዝ+ገልፅ
ክጠፍኡ	ክ+ጠፍ+ኡ
ክሃድእ	ክ+ሃድእ
ዝትርኽ	ዝ+ትርኽ
መስፍንን	መስፍን+ን
ኣቦኦም	ኣቦ+ኦም
ጐጃምን	ጐጃም+ን
ክሕደትን	ክሕደት+ን
ብምውሳን	ብምው+ሳን
ክፍጠር	ክ+ፍጠር
ምጥርጣሩ	ምጥር+ጣሩ
ሰኣሊን	ሰኣሊ+ን
እናውሓዙ	እና+ው+ሓዙ
ባዕሉ	ባዕ+ሉ
ንምፅናዕ	ን+ምፅናዕ
ንምምልካትን	ንምምል+ካትን
ይሰርሕ	ይ+ሰርሕ
ዝተዋግኡ	ዝ+ተዋግ+ኡ
ምውፋሮም	ምው+ፋሮም
ስራሕቱ	ስራሕ+ቱ
ፀኒሖም	ፀኒ+ሖም
ከምዝተዘርግሑ	ከምዝ+ተዘርግ+ሑ
ዝተሰናድአ	ዝ+ተሰናድ+አ
ጎይትኦምን	ጎይ+ትኦም+ን
በርሀን	በር+ሀን
ክቐርቡ	ክ+ቐር+ቡ
ዝምለኸሉ	ዝ+ም+ለኸሉ
ዝዝንቱ	ዝ+ዝንቱ
ስድርኡ	ስድ+ርኡ
ኣድነቕቱ	ኣድ+ነቕቱ
ከተማን	ከተማ+ን
ዝተዋስአት	ዝ+ተዋስ+አት
ወኪላ	ወኪ+ላ
ብምውሳእ	ብምው+ሳእ
ትዝከር	ት+ዝከር
ዘይፍለጥ	ዘይ+ፍለጥ
ስራሕቶም	ስራሕ+ቶም
ድልየቶም	ድልየ+ቶም
ይሰማምዑ	ይ+ሰማም+ዑ
ኒሕን	ኒሕ+ን
ሓቦን	ሓቦ+ን
ቅድሚኦም	ቅድሚ+ኦም
ኩለን	ኩ+ለን
ወለድን	ወ+ለድን
ንደቖም	ን+ደቖም
ምምፅኡ	ም+ምፅኡ
ቀዳምን	ቀዳም+ን
ሰንበትን	ሰንበት+ን
ግዜኦም	ግዜ+ኦም
ዝማዕረገት	ዝ+ማዕ+ረገት
ዘይተቐልዑ	ዘይ+ተቐል+ዑ
ዝግባኣ	ዝ+ግ+ባኣ
ዝነብረላ	ዝ+ነብ+ረላ
ክርእዩ	ክ+ርእ+ዩ
ክምዝገብ	ክ+ምዝገብ
ምውሳኹ	ምው+ሳኹ
ኣታዊኦም	ኣታዊ+ኦም
ጥበበኛን	ጥበበኛ+ን
ሕትመትን	ሕትመት+ን
ባዕላ	ባዕ+ላ
ጥበብን	ጥበብ+ን
ስልጣንን	ስልጣን+ን
ብዘየገድስ	ብ+ዘየገድስ
ርሑቕን	ርሑቕ+ን
ንወረርቲ	ንወ+ረርቲ
ከምዝደምሰሱ	ከምዝ+ደም+ሰሱ
ብምሕጋዝ	ብምሕ+ጋዝ
ብምሕብሓብን	ብምሕብ+ሓብን
ብምሃብን	ብ+ምሃብን
ይግባእ	ይ+ግባእ
ከምዝበልዎ	ከምዝ+በል+ዎ
ምርዋይን	ምር+ዋይን
ምስፋንን	ምስ+ፋንን
መሪሕነቶም	መሪሕነ+ቶም
ገዳ	ገ+ዳ
ማሕበረ	ማሕ+በረ
ምሕታቱ	ምሕ+ታቱ
ኣምሓራ	ኣም+ሓራ
ህዝብታትን	ህዝ+ብታትን
ዝቕፅል	ዝ+ቕፅል
ምፍጣሩ	ምፍ+ጣሩ
ምውሳኑ	ምው+ሳኑ
ፍትሓዊን	ፍትሓዊ+ን
ገዱ	ገ+ዱ
ከምዘብርሀ	ከም+ዘብር+ሀ
ምሕዝነትን	ምሕዝነት+ን
መንግስቶም	መንግስ+ቶም
ምግላፆም	ምግ+ላፆም
ዝዝከር	ዝ+ዝከር
ምርምርን	ምርምር+ን
መጽናዕቲን	መጽናዕቲ+ን
ክሰርሕ	ክ+ሰርሕ
ዝጸንሐ	ዝ+ጸን+ሐ
ክህቦ	ክ+ህ+ቦ
ግዕዝይናን	ግዕዝይና+ን
ክህብ	ክ+ህብ
መንግስቲን	መንግስቲ+ን
ክጠናኸር	ክ+ጠናኸር
ከምዝምስረት	ከምዝ+ምስረት
ብሃገራዊን	ብሃገራዊ+ን
ንዝህሉ	ን+ዝህሉ
ምትእስሳርን	ምትእስሳር+ን
ዝስተ	ዝ+ስተ
ንምስላጥ	ንምስ+ላጥ
ምምሕዳርን	ምምሕ+ዳርን
ህዝቢን	ህዝቢ+ን
ንምፍጣር	ንምፍ+ጣር
ክነጥፍ	ክ+ነጥፍ
ምቁፅፃሩ	ምቁ+ፅፃሩ
ዝሞትሉ	ዝ+ሞት+ሉ
ምምዝባልን	ምምዝ+ባልን
ንብረትን	ንብረት+ን
መስከረምን	መስከረም+ን
ትልሚን	ትልሚ+ን
ንዘይተርፍ	ንዘይ+ተርፍ
እንኻዕ	እ+ንኻዕ
ዝተልኣኸ	ዝ+ተል+ኣኸ
ባርካን	ባር+ካ+ን
ኣምሓራን	ኣምሓራ+ን
ብርቱዕን	ብርቱዕ+ን
ዝምዝገብ	ዝ+ምዝገብ
ክወቅዕ	ክ+ወቅዕ
ከምዝወቅዕ	ከምዝ+ወቅዕ
ዘይብል	ዘይ+ብል
ንዲፕሎማሲ	ንዲፕሎማ+ሲ
ስለዝሕግዝ	ስለዝ+ሕግዝ
ዱርን	ዱር+ን
ዝነጥፉ	ዝ+ነጥ+ፉ
ኣማኸርቲን	ኣማ+ኸርቲን
ውዳበታትን	ውዳበ+ታትን
ክጥመሩ	ክ+ጥ+መሩ
ዝሰርሑ	ዝ+ሰር+ሑ
ምስዝጥመሩ	ምስዝ+ጥ+መሩ
እዞም	እ+ዞም
ክሰርሑ	ክ+ሰር+ሑ
ንምሕባር	ንምሕ+ባር
ንምንካይን	ን+ምንካይን
ክኹዕት	ክ+ኹዕት
ወርቂን	ወርቂ+ን
ብምህናፅ	ብምህ+ናፅ
ሃገራትን	ሃገ+ራትን
ንምትካል	ንምት+ካል
ብምትካል	ብምት+ካል
ክጥጥዕ	ክ+ጥጥዕ
ክስራሕ	ክ+ስራሕ
ፈሳሲን	ፈሳሲ+ን
ጓሓፍን	ጓሓፍ+ን
ዝዝቲ	ዝ+ዝቲ
ምቕናስን	ምቕናስ+ን
ምግላጾም	ምግ+ላጾም
ስሉጥን	ስሉጥ+ን
ዝቕይር	ዝ+ቕይር
ኣሰራርሓ	ኣሰራር+ሓ
ትጉሃትን	ትጉ+ሃትን
ንመፃኢ	ንመ+ፃኢ
ክትኸውን	ክ+ትኸውን
ተስፋን	ተስፋ+ን
መርሻ	መር+ሻ
ኣይካኣልን	ኣይ+ካኣል+ን
ብዝፍጠር	ብ+ዝፍጠር
ፅልዋን	ፅልዋ+ን
ክትሻቐል	ክ+ትሻቐል
ከምዘይግባኣ	ከምዘይ+ግ+ባኣ
ዝስተየሉ	ዝ+ስ+ተየሉ
ሓላፊነቱ	ሓላፊነ+ቱ
ዝተምሃዘ	ዝ+ተም+ሃዘ
ሓፂንን	ሓ+ፂንን
ወረቐትን	ወረቐት+ን
ምህርቲን	ምህርቲ+ን
ትካሉ	ትካ+ሉ
ትምህርቲን	ትምህርቲ+ን
ዘየንጸባርቑ	ዘ+የን+ጸባርቑ
ንገልጽ	ን+ገልጽ
ንገልፅ	ን+ገልፅ
ትግበራ	ት+ግ+በራ
ህልውና	ህል+ውና
ኣገባብን	ኣገባብ+ን
ኣመራርሓን	ኣመራርሓ+ን
ከምዝዕወት	ከምዝ+ዕወት
ኣመስኪርና	ኣመስ+ኪርና
ንምፍጣርን	ንምፍ+ጣርን
ንምስሓብን	ንምስ+ሓብን
ዝተሓንጸጸ	ዝ+ተሓን+ጸጸ
ኣዝዮም	ኣዝ+ዮም
ንዝደልዩ	ን+ዝደል+ዩ
ብቕዓትን	ብቕዓት+ን
ክእለትን	ክእለት+ን
ስራሕትና	ስራሕ+ትና
ዝሕፈት	ዝ+ሕፈት
ርሒቕና	ር+ሒቕና
ገዛናን	ገዛ+ና+ን
ቦታን	ቦታ+ን
ኮይንና	ኮይን+ና
ጥዕናን	ጥዕና+ን
ዕብየትን	ዕብየት+ን
ስለዘበርክት	ስለ+ዘበርክት
ፀገማታ	ፀገ+ማታ
ንምስዓር	ንምስ+ዓር
ኣናእሽቱን	ኣናእሽ+ቱን
ክንውንን	ክ+ንውንን
እምነተይ	እምነ+ተይ
ክህልዉ	ክ+ህል+ዉ
ንኣምን	ን+ኣምን
ብምምሃዝ	ብም+ምሃዝ
ብቕዓትና	ብቕዓት+ና
ምሂዝና	ም+ሂዝና
ስልጠናን	ስልጠና+ን
ንዝፈጥሮ	ን+ዝፈጥ+ሮ
ምእታዉ	ምእ+ታዉ
ዝፅብፀብ	ዝ+ፅብፀብ
ሓውዮም	ሓው+ዮም
ተመግዲሮም	ተመግ+ዲሮም
ህንዲን	ህንዲ+ን
ፍሉይን	ፍሉይ+ን
ወሲንና	ወሲን+ና
መስሪታ	መስ+ሪታ
ከምዘብርህዎ	ከም+ዘብርህ+ዎ
መንግስታትን	መንግስ+ታትን
ዝጸንሑሉ	ዝ+ጸን+ሑሉ
ዓለምን	ዓለም+ን
ጠርዚ	ጠር+ዚ
ሳምቡእን	ሳምቡእ+ን
ተመስሪቱ	ተመስ+ሪቱ
ዝገብረሎም	ዝ+ገብ+ረሎም
ብምስራሕ	ብምስ+ራሕ
ከይተሓላለፍ	ከይ+ተሓላለፍ
ይነጥፍ	ይ+ነጥፍ
ብምዝርጋሕን	ብምዝር+ጋሕን
ብምግፋሕ	ብምግ+ፋሕ
ውልቃዊን	ውልቃዊ+ን
ሃብቲን	ሃብቲ+ን
ኣታዊኦምን	ኣታዊ+ኦም+ን
ንምፍላጥ	ንምፍ+ላጥ
ዝመርሕ	ዝ+መርሕ
ንምኻን	ን+ምኻን
ክወዳደር	ክ+ወዳደር
ንኣዲስ	ንኣ+ዲስ
ወኪሉ	ወኪ+ሉ
ሸይማቶ	ሸይ+ማቶ
ጋና	ጋ+ና
ወኪለን	ወኪ+ለን
ሻምፒዮና	ሻምፒዮ+ና
ንጥፈቱ	ንጥፈ+ቱ
ንምዝርጋሕ	ንምዝር+ጋሕ
ንዘመዝግቦም	ን+ዘመዝግ+ቦም
ከየካይዱ	ከ+የካይ+ዱ
ዝመክር	ዝ+መክር
መናእሰይን	መናእሰይ+ን
ስፖርትን	ስፖርት+ን
መዕለቢኡ	መዕለቢ+ኡ
ከምዝኾን	ከምዝ+ኾን
ሰይፉ	ሰይ+ፉ
ዝተመርሐን	ዝ+ተመር+ሐን
ዝውስን	ዝ+ውስን
ዝምልስ	ዝ+ምልስ
ዝትዋሳእ	ዝ+ትዋሳእ
ዝወከልዎም	ዝ+ወከል+ዎም
ዘየንፀባርቕ	ዘ+የንፀባርቕ
ዝጠልብ	ዝ+ጠልብ
ኩባንያኣ	ኩባንያ+ኣ
ከምዝውዕል	ከምዝ+ውዕል
ቅብኢ	ቅብ+ኢ
ተንቀሳቓሲን	ተንቀሳቓሲ+ን
ዓለባን	ዓለባ+ን
ንዝዓልቡ	ን+ዝዓል+ቡ
ቅብኢን	ቅብኢ+ን
ስእሊን	ስእሊ+ን
ሶልን	ሶል+ን
ክተቕርብ	ክ+ተቕርብ
ሙዚቃን	ሙዚቃ+ን
ዝሰርሖም	ዝ+ሰር+ሖም
ዝተቐድሑ	ዝ+ተቐድ+ሑ
ወሳኒን	ወሳኒ+ን
ዝገርሐን	ዝ+ገር+ሐን
ዝጸንሕ	ዝ+ጸንሕ
ምህዞን	ምህዞ+ን
ፈጠራን	ፈጠራ+ን
ክዕጾ	ክ+ዕጾ
ፀሓፊን	ፀሓፊ+ን
ባህሪይ	ባህሪ+ይ
ህይወትን	ህይወት+ን
ዝተቐድሐ	ዝ+ተቐድ+ሐ
ኣዘውቲሩ	ኣዘው+ቲሩ
ይፈጥር	ይ+ፈጥር
ዝውክሉ	ዝ+ውክ+ሉ
ኣይኮነን	ኣይ+ኮነን
ኣግሪ	ኣግ+ሪ
ከምዝውድእ	ከምዝ+ውድእ
ኢንዱስትሪን	ኢንዱስትሪ+ን
ወነንትን	ወ+ነንትን
ስራሕን	ስራሕ+ን
ክኣትዋ	ክ+ኣት+ዋ
ክትሃንፅ	ክ+ትሃንፅ
ኣቑሑትን	ኣ+ቑሑትን
ከምዘፍለጠ	ከም+ዘፍ+ለጠ
ይዝከር	ይ+ዝከር
ንምዕጋብ	ንምዕ+ጋብ
ምምሕያሽን	ምምሕ+ያሽን
ምስፋሕን	ምስ+ፋሕን
ኣበርቲዑ	ኣበር+ቲዑ
ከምዝሰርሕ	ከምዝ+ሰርሕ
ክተእትዎ	ክ+ተእት+ዎ
ዝፀንሐን	ዝ+ፀን+ሐን
ንምድልዳል	ንምድል+ዳል
ንምስራሕ	ን+ምስራሕ
ጉዳያትን	ጉዳ+ያትን
ፈትልታትን	ፈት+ልታትን
ከምዝጅምራ	ከምዝ+ጅም+ራ
ዝሕግዙ	ዝ+ሕግ+ዙ
ክግበሩ	ክ+ግ+በሩ
መረፃን	መረ+ፃን
ምዕራብን	ምዕ+ራብን
ተራእዮም	ተራእ+ዮም
ብኻልኦት	ብኻል+ኦት
ድሕንነትን	ድሕንነት+ን
ክሕሉ	ክ+ሕሉ
እንተዘይክኢሉ	እንተዘይ+ክ+ኢሉ
ክወስድ	ክ+ወስድ
ዝፍፀሙሉ	ዝ+ፍ+ፀሙሉ
ብምጥንኻር	ብምጥን+ኻር
ከምዘይኽእል	ከምዘይ+ኽእል
ብምግላፅ	ብምግ+ላፅ
ንምትካእ	ንምት+ካእ
ክመርፅ	ክ+መርፅ
ገመዳ	ገመ+ዳ
ፅሕፈቶም	ፅሕፈ+ቶም
ንኣባላት	ንኣባ+ላት
ክዝትዩ	ክ+ዝት+ዩ
ዝመርሑ	ዝ+መር+ሑ
እኣምን	እ+ኣምን
ታሪኻ	ታሪ+ኻ
ኣበርክቶኦም	ኣበርክቶ+ኦም
ከምዘብፀሖ	ከም+ዘብ+ፀሖ
ንግድብ	ን+ግድብ
ክፀድቕ	ክ+ፀድቕ
ኩባንያኦም	ኩባንያ+ኦም
እዋኑ	እዋ+ኑ
ፍሳስ	ፍሳ+ስ
ንምልዓል	ንምል+ዓል
ከምዝጠቅም	ከምዝ+ጠቅም
ንሃገራት	ንሃገ+ራት
ድርቅን	ድር+ቅን
ዕግርግርን	ዕግርግር+ን
እንተሰሪሕና	እንተ+ሰሪሕ+ና
ኣበርቲዓ	ኣበር+ቲዓ
ከምዝፀንሐት	ከምዝ+ፀን+ሐት
ይመስለኒ	ይ+መስ+ለኒ
ንምምንጫው	ንምምን+ጫው
ንምንጋፍ	ን+ምንጋፍ
ልምዓታ	ልምዓ+ታ
ንምዕዋት	ንምዕ+ዋት
ብምውጋድ	ብምው+ጋድ
ብምስታፍ	ብምስ+ታፍ
ክገብሩ	ክ+ገብ+ሩ
መሬትን	መሬት+ን
ሓመድን	ሓመድ+ን
ብኣግራብ	ብ+ኣግራብ
ግንዛበን	ግንዛበ+ን
ክሽፈን	ክ+ሽፈን
ከባቢን	ከባቢ+ን
ዝድለ	ዝ+ድለ
ዝፈትሑ	ዝ+ፈት+ሑ
ገፆም	ገ+ፆም
ብዝጠቅዑዎ	ብ+ዝጠቅ+ዑዎ
ኢልኩም	ኢል+ኩም
ከይትሓስቡ	ከይ+ትሓስ+ቡ
እናተግበርና	እና+ተግ+በርና
ኣፍራይነትና	ኣፍራይነት+ና
ሸቶና	ሸቶ+ና
ንኽእል	ን+ኽእል
ንምልላይ	ንምል+ላይ
ኣግራብን	ኣግራብ+ን
ዝፍጠር	ዝ+ፍጠር
ዕቀባን	ዕቀባ+ን
ምድንፋዕን	ምድን+ፋዕን
ልምዓትን	ልምዓት+ን
ብርሃኑ	ብርሃ+ኑ
ትካሎም	ትካ+ሎም
ክእክብ	ክ+እክብ
ምፅንሑ	ምፅን+ሑ
ዝምልከቶም	ዝ+ምል+ከቶም
ዝልወጥ	ዝ+ልወጥ
ንተምሃሮ	ንተ+ምሃሮ
ንምቕራብን	ንምቕራብ+ን
ንምስራሕን	ንምስ+ራሕን
ምዕባለን	ምዕባለ+ን
ዕዳጋን	ዕዳጋ+ን
ዝምጥን	ዝ+ምጥን
ንግዳዊን	ንግዳዊ+ን
ክትቐርብ	ክ+ትቐርብ
ኣይሳኣንን	ኣይ+ሳኣን+ን
ኣስተዋጽኦን	ኣስተዋጽኦ+ን
ክሕግዝ	ክ+ሕግዝ
ማርታ	ማር+ታ
ዝህልዎ	ዝ+ህል+ዎ
ትኹረቶም	ት+ኹረቶም
ክህልዉዎ	ክ+ህል+ዉዎ
ዝተሓንፀፀ	ዝ+ተሓን+ፀፀ
ይሳለጥ	ይ+ሳለጥ
ይፍፀም	ይ+ፍፀም
ንዘካይዶ	ን+ዘካይ+ዶ
ምምራሕን	ም+ምራሕን
ምዕዋትን	ምዕ+ዋትን
ንዝገብሮ	ን+ዝገብ+ሮ
ንከተማታት	ንከተማ+ታት
ንምውሳኽ	ንምው+ሳኽ
ዝጠቅም	ዝ+ጠቅም
ንምትግባርን	ንምትግ+ባርን
ንምውናን	ን+ምውናን
ንዝኣትዉ	ን+ዝኣት+ዉ
ዝትክኡ	ዝ+ትክ+ኡ
ከምዝጅምር	ከምዝ+ጅምር
ኣዴታትን	ኣ+ዴታትን
ቆልዑን	ቆል+ዑን
መንፀጊን	መን+ፀጊን
ንምግፋሕ	ንምግ+ፋሕ
ፅሬቶም	ፅሬ+ቶም
እናተገምገመ	እና+ተገም+ገመ
ብመስራቲን	ብመስራቲ+ን
ባህሩ	ባህ+ሩ
ፀኒሐን	ፀኒ+ሐን
ደቒቓ	ደቒ+ቓ
ዝልዓለ	ዝ+ል+ዓለ
ዝፈጥረሎም	ዝ+ፈጥ+ረሎም
ክተሓላለፍ	ክ+ተሓላለፍ
ይፍለጡ	ይ+ፍ+ለጡ
ቡና	ቡ+ና
ዝተመዝገበት	ዝ+ተመዝ+ገበት
ክርከቡ	ክ+ር+ከቡ
ከይተመዝገበካ	ከይ+ተመዝ+ገበካ
ነጥብኻ	ነጥ+ብኻ
ዓቂብካ	ዓቂብ+ካ
ሃገሩ	ሃገ+ሩ
ዝመርሕዎ	ዝ+መርሕ+ዎ
ሓሳባዊን	ሓሳባዊ+ን
ክግበረሎም	ክ+ግ+በረሎም
ዝግበረሎም	ዝ+ግ+በረሎም
ክፃወት	ክ+ፃወት
ብዝካየድ	ብ+ዝካየድ
ውድድራትን	ውድድ+ራትን
ክትክኣ	ክ+ትክ+ኣ
እናርኣየ	እና+ር+ኣየ
ላዛን	ላዛ+ን
ቀረፃ	ቀረ+ፃ
ኣፀምቢሉ	ኣፀም+ቢሉ
ዝሃብዎ	ዝ+ሃብ+ዎ
ሽፋንን	ሽፋን+ን
ደረጃን	ደረጃ+ን
ዝረኸብዎም	ዝ+ረኸብ+ዎም
ሽልማታትን	ሽልማ+ታትን
ናእዳን	ናእዳ+ን
ንምግባርን	ንምግ+ባርን
ንምርዳእ	ንምር+ዳእ
ኣይወስደሉን	ኣይ+ወስ+ደሉን
እንጠጦ	እ+ንጠጦ
ዝኾለልዎ	ዝ+ኾለል+ዎ
ዜማኣ	ዜማ+ኣ
ኣቡኡ	ኣ+ቡኡ
ቃናን	ቃና+ን
ብምጅማር	ብም+ጅማር
ጭራን	ጭራ+ን
ዝስሓበሉ	ዝ+ስ+ሓበሉ
ዝፍለጡ	ዝ+ፍ+ለጡ
ንምብቃዕን	ንምብ+ቃዕን
ዝፍኖ	ዝ+ፍኖ
ብምስፍሕፋሕ	ብምስፍሕ+ፋሕ
ይመስል	ይ+መስል
ብዝነብሩ	ብ+ዝነብ+ሩ
ዝፈትው	ዝ+ፈትው
ዓዶም	ዓ+ዶም
ይኣክል	ይ+ኣክል
ዝፅዕር	ዝ+ፅዕር
ነገርን	ነገር+ን
ንስፍሕ	ን+ስፍሕ
ዓምቢቦም	ዓም+ቢቦም
ፅባቐን	ፅባቐ+ን
ዋጋን	ዋጋ+ን
ብመንፅር	ብመን+ፅር
ክፈጥር	ክ+ፈጥር
ዝውዕል	ዝ+ውዕል
ክዀን	ክ+ዀን
ስኒኻ	ስኒ+ኻ
ተጠቒምካ	ተጠቒም+ካ
ክትስእል	ክ+ትስእል
ሓሲብካ	ሓሲብ+ካ
ትፈልጥ	ት+ፈልጥ
ዝፃወት	ዝ+ፃወት
ኣዝማድን	ኣዝማድ+ን
ይብል	ይ+ብል
ሳህሉ	ሳህ+ሉ
ዓመቶም	ዓመ+ቶም
ብጓሎም	ብጓ+ሎም
ተግባርን	ተግባር+ን
ክዝውር	ክ+ዝውር
ከምዝበልፆም	ከምዝ+በል+ፆም
ዝልለዩሎም	ዝ+ል+ለዩሎም
ባዕሎም	ባዕ+ሎም
ዝጥዕሞም	ዝ+ጥዕ+ሞም
ንሽገር	ን+ሽገር
ንዝሓልፎም	ን+ዝሓል+ፎም
ፀገማትን	ፀገ+ማትን
ምርኢቱ	ምርኢ+ቱ
ንዘጋጥሞ	ን+ዘጋጥ+ሞ
ገልታዕታዕን	ገልታዕታዕ+ን
ይሕብር	ይ+ሕብር
ፕሮጀክቱ	ፕሮጀክ+ቱ
ምንቅስቓሱ	ምንቅስቓ+ሱ
ብዕፅፊ	ብዕ+ፅፊ
ባሕርን	ባሕ+ርን
አዕርዩ	አዕር+ዩ
ሕርሻን	ሕርሻ+ን
ብምብፃሕ	ብ+ምብፃሕ
ፍርያቶም	ፍርያ+ቶም
ኣቢልካ	ኣቢል+ካ
ሕርሻኣ	ሕርሻ+ኣ
ምእካብን	ምእ+ካብን
ዘትየን	ዘት+የን
ብዝህብ	ብ+ዝህብ
ብምምዳብ	ብ+ምምዳብ
ይህብ	ይ+ህብ
ተወልደ	ተወል+ደ
ብምጉዕዓዝ	ብምጉዕ+ዓዝ
ምብፅሑ	ምብ+ፅሑ
ክህልዋ	ክ+ህል+ዋ
ምዝርራቦም	ምዝር+ራቦም
ዝተሰርዐ	ዝ+ተሰር+ዐ
ንምምዝማዝ	ንምምዝ+ማዝ
ይውስን	ይ+ውስን
ዝተመልአ	ዝ+ተመል+አ
መግለፂኡ	መግለ+ፂኡ
ዝስዕብ	ዝ+ስዕብ
ይድምድም	ይ+ድምድም
ምኽንያቱ	ምኽንያ+ቱ
ስለዝኸውን	ስለዝ+ኸውን
ከየገልግል	ከ+የገልግል
ይገብሮ	ይ+ገብ+ሮ
ብዘይፈልጥ	ብዘይ+ፈልጥ
ሰደድን	ሰደድ+ን
ትራፊክን	ትራፊክ+ን
ንምቅላል	ንምቅ+ላል
ንዝስራሕ	ን+ዝስራሕ
ጎደናን	ጎደና+ን
ፀገማቶም	ፀገ+ማቶም
ከምዘቕርቦም	ከም+ዘቕር+ቦም
ኣባላትን	ኣባ+ላትን
ብምርኻብ	ብ+ምርኻብ
ዘትዮም	ዘት+ዮም
ሽመልስ	ሽመል+ስ
ዝዕደጉ	ዝ+ዕ+ደጉ
መሕደሪኦም	መሕደሪ+ኦም
ንምጉዕዓዝ	ንምጉዕ+ዓዝ
መረፅትን	መ+ረፅትን
ርዮ	ር+ዮ
ንምሕዋይን	ንምሕዋይ+ን
ንምዕቃብን	ንምዕ+ቃብን
ሸቶኡ	ሸቶ+ኡ
ሽርክና	ሽርክ+ና
ብምርግጋፅ	ብምርግ+ጋፅ
ለውጥን	ለው+ጥን
ዘይኮነስ	ዘይኮነ+ስ
ርስሓትን	ርስሓት+ን
ምውጋድን	ምው+ጋድን
ምሕላውን	ምሕ+ላውን
ንዝንቀሳቐሱ	ን+ዝን+ቀሳቐሱ
ዝለምዑ	ዝ+ለም+ዑ
ንዘወርቲ	ንዘ+ወርቲ
ቦታታትን	ቦታ+ታትን
ክውዳእ	ክ+ውዳእ
ምስዝርከባ	ምስዝ+ር+ከባ
ኣየስዕብን	ኣ+የስዕብ+ን
ክራባሕ	ክ+ራባሕ
ክኸይድ	ክ+ኸይድ
ቀውዒ	ቀው+ዒ
ከምዝመፅእ	ከምዝ+መፅእ
ዝተዋህለሉ	ዝ+ተዋህ+ለሉ
ክልለዩ	ክ+ል+ለዩ
ገጠርን	ገጠር+ን
ዝትከሉ	ዝ+ት+ከሉ
ተፈጥሮን	ተፈጥሮ+ን
ምትላምን	ም+ትላምን
ምትግባርን	ምትግ+ባርን
ብምድንፋዕ	ብምድን+ፋዕ
ዘይተርፍ	ዘይ+ተርፍ
ንዘጋጥሙ	ን+ዘጋጥ+ሙ
ጌጋታትን	ጌጋ+ታትን
ንምዕራይ	ንምዕ+ራይ
ክዛረብ	ክ+ዛረብ
ንምስጣም	ንም+ስጣም
ክፀንሕ	ክ+ፀንሕ
ንግዲን	ንግዲ+ን
ንምዕባይ	ንምዕ+ባይ
እትመርሕ	እት+መርሕ
ንምንዳይ	ን+ምንዳይ
ተመልኪቶም	ተመል+ኪቶም
ክተኣታቶ	ክ+ተኣታቶ
ቁልዕነቶም	ቁልዕነ+ቶም
ኣትሒዞም	ኣት+ሒዞም
ሽቶኡ	ሽቶ+ኡ
ሓባራዊን	ሓባራዊ+ን
ርክበን	ርክ+በን
ልኡኽን	ልኡኽ+ን
ዝሕግዘን	ዝ+ሕግ+ዘን
ብዝግበር	ብ+ዝግበር
ኣስተዋፅኦን	ኣስተዋ+ፅኦን
ዝትግበር	ዝ+ትግበር
ህፁፅን	ህ+ፁፅን
ሓደጋን	ሓደጋ+ን
ንምጥንኻርን	ንምጥን+ኻርን
ምዕቃብን	ምዕ+ቃብን
ተኽእሎን	ተኽእሎ+ን
ዘይተዳህሰሳ	ዘይ+ተዳህ+ሰሳ
ኣመልኪተን	ኣመል+ኪተን
ንምስፍሕፋሕ	ንምስፍሕ+ፋሕ
ዝዓግቱ	ዝ+ዓግ+ቱ
ክወስዱ	ክ+ወስ+ዱ
ዝውሰኹ	ዝ+ው+ሰኹ
ተግቢሩ	ተግ+ቢሩ
ንጠለባት	ንጠለ+ባት
ዝድርበዩ	ዝ+ድር+በዩ
ኣይርከቡን	ኣይ+ር+ከቡን
ኣንስቲን	ኣንስቲ+ን
ኣዋልድን	ኣዋል+ድን
መብራህቱ	መብራህ+ቱ
ሃማ	ሃ+ማ
ኣመስጊኑ	ኣመስ+ጊኑ
ኣዕቢዮም	ኣዕ+ቢዮም
መፃኢን	መ+ፃኢን
ክምክቱ	ክ+ምክ+ቱ
ክድልድል	ክ+ድልድል
ቀፅሩ	ቀ+ፅሩ
መኮነንን	መኮነን+ን
ኣማንን	ኣማን+ን
እዚኦም	እዚ+ኦም
ዝውድእ	ዝ+ውድእ
እምነ	እ+ምነ
ዝህነፅ	ዝ+ህነፅ
ፀጋይ	ፀጋ+ይ
ንዘመዝገበቶ	ን+ዘመዝ+ገበቶ
ምምዝጋበይ	ምምዝ+ጋበይ
ንምስባር	ንምስ+ባር
ሃይሉ	ሃይ+ሉ
ጉባኤኡ	ጉባኤ+ኡ
ንጉዳያት	ንጉዳ+ያት
ውሒዞም	ውሒ+ዞም
ዕድመን	ዕድመ+ን
ምፍልላየን	ምፍል+ላየን
ደቓይቕን	ደ+ቓይቕን
ግደይ	ግደ+ይ
እንተየህሰሰ	እንተ+የህ+ሰሰ
ዝሰርሐ	ዝ+ሰር+ሐ
ይግበረሎም	ይ+ግ+በረሎም
ብዘእተዋ	ብ+ዘእ+ተዋ
ፀኒሓ	ፀኒ+ሓ
